job_id,puzzle_id,status,tiles_placed,duration,solver_id,current_state
27855,27855,solved1,68063,35221610,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":2,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":3,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":16,""Rot"":false}]"
27851,27851,solved1,191735,99689928,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":7,""Rot"":true},{""Idx"":3,""Rot"":false},{""Idx"":8,""Rot"":false},{""Idx"":12,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":5,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":13,""Rot"":false},{""Idx"":19,""Rot"":true},{""Idx"":18,""Rot"":false}]"
27847,27847,solved1,1528210,916368938,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":11,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":12,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":10,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":14,""Rot"":false},{""Idx"":13,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":16,""Rot"":false}]"
27843,27843,solved1,791755,446489997,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":3,""Rot"":false},{""Idx"":8,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":10,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":2,""Rot"":true},{""Idx"":15,""Rot"":false},{""Idx"":11,""Rot"":false},{""Idx"":12,""Rot"":false},{""Idx"":17,""Rot"":false},{""Idx"":14,""Rot"":false}]"
27839,27839,solved1,13040812,8197233864,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":12,""Rot"":false},{""Idx"":8,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":7,""Rot"":false},{""Idx"":11,""Rot"":false},{""Idx"":17,""Rot"":true},{""Idx"":14,""Rot"":false},{""Idx"":19,""Rot"":true},{""Idx"":18,""Rot"":false}]"
27815,27815,solved1,9663623,6291230802,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":12,""Rot"":false},{""Idx"":17,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":16,""Rot"":false},{""Idx"":15,""Rot"":false},{""Idx"":19,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":18,""Rot"":false}]"
27811,27811,solved1,34411526,21893021996,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":5,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":2,""Rot"":true},{""Idx"":12,""Rot"":false},{""Idx"":8,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":10,""Rot"":false},{""Idx"":7,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":19,""Rot"":true}]"
27731,27731,solved1,1890974,1150517384,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":5,""Rot"":false},{""Idx"":11,""Rot"":true},{""Idx"":3,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":7,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":19,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":16,""Rot"":false},{""Idx"":13,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":18,""Rot"":false}]"
27716,27716,solved1,147470213,102604258417,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":3,""Rot"":false},{""Idx"":7,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":10,""Rot"":false},{""Idx"":19,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":11,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":5,""Rot"":false},{""Idx"":17,""Rot"":true},{""Idx"":13,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":18,""Rot"":false}]"
27585,27585,solved1,246814,158314941,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":4,""Rot"":false},{""Idx"":13,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":11,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":16,""Rot"":false}]"
27581,27581,solved1,28325773,16164133444,16,"[{""Idx"":0,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":7,""Rot"":false},{""Idx"":12,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":1,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":8,""Rot"":false},{""Idx"":15,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":13,""Rot"":false},{""Idx"":9,""Rot"":false},{""Idx"":6,""Rot"":false},{""Idx"":16,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":11,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":19,""Rot"":true}]"
27573,27573,solved1,12800337,8189957506,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":11,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":3,""Rot"":false},{""Idx"":14,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":12,""Rot"":false},{""Idx"":8,""Rot"":false},{""Idx"":19,""Rot"":false},{""Idx"":18,""Rot"":false}]"
27553,27553,solved1,359747251,258454974862,16,"[{""Idx"":2,""Rot"":true},{""Idx"":1,""Rot"":true},{""Idx"":14,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":0,""Rot"":false},{""Idx"":18,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":16,""Rot"":false},{""Idx"":7,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":13,""Rot"":false},{""Idx"":11,""Rot"":true},{""Idx"":17,""Rot"":false}]"
27403,27403,solved1,19209,9735918,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":11,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":5,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":3,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":7,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":19,""Rot"":false}]"
27399,27399,solved1,45094474,29736079656,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":7,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":3,""Rot"":false},{""Idx"":14,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":5,""Rot"":false},{""Idx"":11,""Rot"":false},{""Idx"":17,""Rot"":true},{""Idx"":9,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":18,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":12,""Rot"":false}]"
27367,27367,solved1,2188964,1329779932,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":5,""Rot"":false},{""Idx"":8,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":14,""Rot"":false},{""Idx"":7,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":4,""Rot"":false},{""Idx"":15,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":16,""Rot"":false},{""Idx"":19,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":12,""Rot"":false}]"
27363,27363,solved1,211571,120799865,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":9,""Rot"":false},{""Idx"":16,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":12,""Rot"":false},{""Idx"":6,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":10,""Rot"":false},{""Idx"":15,""Rot"":false}]"
27359,27359,interrupted,5064425511,3600000002873,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":5,""Rot"":false},{""Idx"":8,""Rot"":true},{""Idx"":3,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":9,""Rot"":true}]"
26200,26200,solved1,86027844,50054796339,16,"[{""Idx"":0,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":3,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":7,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":16,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":12,""Rot"":false},{""Idx"":9,""Rot"":false},{""Idx"":10,""Rot"":false},{""Idx"":6,""Rot"":false},{""Idx"":17,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":19,""Rot"":false}]"
26188,26188,solved1,63064,33590332,16,"[{""Idx"":0,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":13,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":1,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":11,""Rot"":false},{""Idx"":18,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":5,""Rot"":false},{""Idx"":12,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":9,""Rot"":false}]"
26176,26176,solved1,8830677,5171327874,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":13,""Rot"":false},{""Idx"":14,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":11,""Rot"":false},{""Idx"":15,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":7,""Rot"":false},{""Idx"":9,""Rot"":false},{""Idx"":17,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":6,""Rot"":true}]"
26152,26152,solved1,221134433,131181413087,16,"[{""Idx"":8,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":4,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":1,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":2,""Rot"":false},{""Idx"":12,""Rot"":false},{""Idx"":0,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":11,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":15,""Rot"":false}]"
26140,26140,interrupted,5202952441,3600000001842,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":18,""Rot"":true}]"
25769,25769,solved1,841360,469009999,16,"[{""Idx"":0,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":3,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":12,""Rot"":false},{""Idx"":18,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":10,""Rot"":false}]"
25757,25757,solved1,868868,537750770,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":14,""Rot"":false},{""Idx"":15,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":7,""Rot"":false},{""Idx"":12,""Rot"":false},{""Idx"":13,""Rot"":false},{""Idx"":9,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":11,""Rot"":false},{""Idx"":16,""Rot"":false},{""Idx"":19,""Rot"":false}]"
25745,25745,solved1,11784821,6984438316,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":11,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":14,""Rot"":false},{""Idx"":13,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":15,""Rot"":false}]"
25733,25733,solved1,36629219,22020004069,16,"[{""Idx"":0,""Rot"":false},{""Idx"":3,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":1,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":16,""Rot"":false}]"
25721,25721,solved1,15274115,10571460966,16,"[{""Idx"":0,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":1,""Rot"":true},{""Idx"":13,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":9,""Rot"":false},{""Idx"":11,""Rot"":false},{""Idx"":18,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":17,""Rot"":true}]"
25709,25709,solved1,107640685,71856617677,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":12,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":16,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":5,""Rot"":false},{""Idx"":7,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":18,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":17,""Rot"":true}]"
25668,25668,solved1,38015912,21509442174,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":15,""Rot"":false},{""Idx"":17,""Rot"":true},{""Idx"":2,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":16,""Rot"":false},{""Idx"":8,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":10,""Rot"":false}]"
25656,25656,solved1,2599297,1567265817,16,"[{""Idx"":0,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":10,""Rot"":false},{""Idx"":1,""Rot"":true},{""Idx"":15,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":12,""Rot"":false},{""Idx"":7,""Rot"":true},{""Idx"":13,""Rot"":false},{""Idx"":11,""Rot"":false},{""Idx"":8,""Rot"":true},{""Idx"":16,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":17,""Rot"":false}]"
25644,25644,interrupted,5246155209,3600000002910,16,"[{""Idx"":0,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":1,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":4,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":10,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":9,""Rot"":false}]"
25411,25411,solved1,42785609,31723900322,16,"[{""Idx"":0,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":7,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":4,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":1,""Rot"":false},{""Idx"":11,""Rot"":true},{""Idx"":13,""Rot"":false},{""Idx"":17,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":14,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":3,""Rot"":false}]"
25399,25399,solved1,43836380,33554369504,16,"[{""Idx"":0,""Rot"":false},{""Idx"":14,""Rot"":false},{""Idx"":1,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":5,""Rot"":false},{""Idx"":12,""Rot"":true},{""Idx"":7,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":18,""Rot"":false},{""Idx"":2,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":10,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":8,""Rot"":false},{""Idx"":17,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":11,""Rot"":false},{""Idx"":19,""Rot"":false}]"
25387,25387,solved1,268219,266211961,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":8,""Rot"":false},{""Idx"":12,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":10,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":17,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":18,""Rot"":true}]"
25363,25363,solved1,128451,105084715,16,"[{""Idx"":0,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":3,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":13,""Rot"":false},{""Idx"":8,""Rot"":false},{""Idx"":11,""Rot"":false},{""Idx"":19,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":7,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":17,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":12,""Rot"":false}]"
25351,25351,solved1,1126356793,692376775402,16,"[{""Idx"":0,""Rot"":false},{""Idx"":8,""Rot"":true},{""Idx"":13,""Rot"":false},{""Idx"":15,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":1,""Rot"":true},{""Idx"":7,""Rot"":true},{""Idx"":6,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":3,""Rot"":true},{""Idx"":12,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":11,""Rot"":true},{""Idx"":5,""Rot"":false},{""Idx"":4,""Rot"":false},{""Idx"":16,""Rot"":false},{""Idx"":10,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":19,""Rot"":false}]"
25255,25255,solved1,61404769,33782201709,16,"[{""Idx"":1,""Rot"":true},{""Idx"":16,""Rot"":false},{""Idx"":9,""Rot"":true},{""Idx"":4,""Rot"":true},{""Idx"":6,""Rot"":false},{""Idx"":0,""Rot"":true},{""Idx"":10,""Rot"":false},{""Idx"":11,""Rot"":false},{""Idx"":7,""Rot"":true},{""Idx"":8,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":2,""Rot"":true},{""Idx"":17,""Rot"":false},{""Idx"":3,""Rot"":false},{""Idx"":12,""Rot"":false},{""Idx"":5,""Rot"":true},{""Idx"":13,""Rot"":true},{""Idx"":19,""Rot"":true},{""Idx"":14,""Rot"":true},{""Idx"":18,""Rot"":false}]"
25231,25231,solved1,23741325,12975479887,16,"[{""Idx"":0,""Rot"":true},{""Idx"":9,""Rot"":true},{""Idx"":19,""Rot"":false},{""Idx"":1,""Rot"":false},{""Idx"":8,""Rot"":false},{""Idx"":2,""Rot"":false},{""Idx"":3,""Rot"":false},{""Idx"":14,""Rot"":false},{""Idx"":16,""Rot"":true},{""Idx"":5,""Rot"":true},{""Idx"":15,""Rot"":true},{""Idx"":11,""Rot"":true},{""Idx"":4,""Rot"":false},{""Idx"":12,""Rot"":false},{""Idx"":7,""Rot"":false},{""Idx"":6,""Rot"":true},{""Idx"":10,""Rot"":false},{""Idx"":13,""Rot"":true},{""Idx"":18,""Rot"":true},{""Idx"":17,""Rot"":true}]"
